ID,User,Item
26,c8938d05-f9e1-11e9-8f3d-d43b041bfdb9,c897b507-f9e1-11e9-8f3d-d43b041bfdb9
27,c8946db4-f9e1-11e9-8f3d-d43b041bfdb9,c897b5b7-f9e1-11e9-8f3d-d43b041bfdb9
28,c8938cb5-f9e1-11e9-8f3d-d43b041bfdb9,c8974578-f9e1-11e9-8f3d-d43b041bfdb9
29,c8938be0-f9e1-11e9-8f3d-d43b041bfdb9,c8986318-f9e1-11e9-8f3d-d43b041bfdb9
30,c8946f1c-f9e1-11e9-8f3d-d43b041bfdb9,c89745eb-f9e1-11e9-8f3d-d43b041bfdb9
31,c8947031-f9e1-11e9-8f3d-d43b041bfdb9,c897b64a-f9e1-11e9-8f3d-d43b041bfdb9
32,c8938e4b-f9e1-11e9-8f3d-d43b041bfdb9,c897467b-f9e1-11e9-8f3d-d43b041bfdb9
33,c8947128-f9e1-11e9-8f3d-d43b041bfdb9,c89744e1-f9e1-11e9-8f3d-d43b041bfdb9
34,c893fd12-f9e1-11e9-8f3d-d43b041bfdb9,c89864a4-f9e1-11e9-8f3d-d43b041bfdb9
35,c8938bc0-f9e1-11e9-8f3d-d43b041bfdb9,c89744fa-f9e1-11e9-8f3d-d43b041bfdb9
36,c8946f98-f9e1-11e9-8f3d-d43b041bfdb9,c89864a5-f9e1-11e9-8f3d-d43b041bfdb9
37,c8954c26-f9e1-11e9-8f3d-d43b041bfdb9,c897b613-f9e1-11e9-8f3d-d43b041bfdb9
38,c8938e68-f9e1-11e9-8f3d-d43b041bfdb9,c897b50e-f9e1-11e9-8f3d-d43b041bfdb9
39,c8946ef0-f9e1-11e9-8f3d-d43b041bfdb9,c8986448-f9e1-11e9-8f3d-d43b041bfdb9
40,c8954ac9-f9e1-11e9-8f3d-d43b041bfdb9,c89745a8-f9e1-11e9-8f3d-d43b041bfdb9
41,c893fac0-f9e1-11e9-8f3d-d43b041bfdb9,c897b71f-f9e1-11e9-8f3d-d43b041bfdb9
42,c8954987-f9e1-11e9-8f3d-d43b041bfdb9,c89746bf-f9e1-11e9-8f3d-d43b041bfdb9
43,c8938bf2-f9e1-11e9-8f3d-d43b041bfdb9,c89862f8-f9e1-11e9-8f3d-d43b041bfdb9
44,c894da5f-f9e1-11e9-8f3d-d43b041bfdb9,c8986357-f9e1-11e9-8f3d-d43b041bfdb9
45,c8938da5-f9e1-11e9-8f3d-d43b041bfdb9,c89746b7-f9e1-11e9-8f3d-d43b041bfdb9
46,c8947089-f9e1-11e9-8f3d-d43b041bfdb9,c8986342-f9e1-11e9-8f3d-d43b041bfdb9
47,c893fd1b-f9e1-11e9-8f3d-d43b041bfdb9,c8986423-f9e1-11e9-8f3d-d43b041bfdb9
48,c894db88-f9e1-11e9-8f3d-d43b041bfdb9,c89744a1-f9e1-11e9-8f3d-d43b041bfdb9
49,c8938d0e-f9e1-11e9-8f3d-d43b041bfdb9,c897b885-f9e1-11e9-8f3d-d43b041bfdb9
50,c893fb1d-f9e1-11e9-8f3d-d43b041bfdb9,c8986356-f9e1-11e9-8f3d-d43b041bfdb9
51,c894dc0e-f9e1-11e9-8f3d-d43b041bfdb9,c898642b-f9e1-11e9-8f3d-d43b041bfdb9
52,c894dadd-f9e1-11e9-8f3d-d43b041bfdb9,c897472a-f9e1-11e9-8f3d-d43b041bfdb9
53,c894d8cd-f9e1-11e9-8f3d-d43b041bfdb9,c897b4da-f9e1-11e9-8f3d-d43b041bfdb9
54,c8954904-f9e1-11e9-8f3d-d43b041bfdb9,c89747ff-f9e1-11e9-8f3d-d43b041bfdb9
55,c8954c7e-f9e1-11e9-8f3d-d43b041bfdb9,c897b570-f9e1-11e9-8f3d-d43b041bfdb9
56,c894d8b0-f9e1-11e9-8f3d-d43b041bfdb9,c8974594-f9e1-11e9-8f3d-d43b041bfdb9
57,c894dbfa-f9e1-11e9-8f3d-d43b041bfdb9,c897b5db-f9e1-11e9-8f3d-d43b041bfdb9
58,c894712a-f9e1-11e9-8f3d-d43b041bfdb9,c897b651-f9e1-11e9-8f3d-d43b041bfdb9
59,c894db29-f9e1-11e9-8f3d-d43b041bfdb9,c897b601-f9e1-11e9-8f3d-d43b041bfdb9
60,c893fd54-f9e1-11e9-8f3d-d43b041bfdb9,c89863ab-f9e1-11e9-8f3d-d43b041bfdb9
61,c8954a32-f9e1-11e9-8f3d-d43b041bfdb9,c897b864-f9e1-11e9-8f3d-d43b041bfdb9
62,c8946fe9-f9e1-11e9-8f3d-d43b041bfdb9,c8986355-f9e1-11e9-8f3d-d43b041bfdb9
63,c8938f1b-f9e1-11e9-8f3d-d43b041bfdb9,c897466a-f9e1-11e9-8f3d-d43b041bfdb9
64,c8938c4d-f9e1-11e9-8f3d-d43b041bfdb9,c89744e8-f9e1-11e9-8f3d-d43b041bfdb9
65,c8954a7d-f9e1-11e9-8f3d-d43b041bfdb9,c897b886-f9e1-11e9-8f3d-d43b041bfdb9
66,c8938f0d-f9e1-11e9-8f3d-d43b041bfdb9,c897b7ad-f9e1-11e9-8f3d-d43b041bfdb9
67,c8938bf7-f9e1-11e9-8f3d-d43b041bfdb9,c897b4bc-f9e1-11e9-8f3d-d43b041bfdb9
68,c893fcc9-f9e1-11e9-8f3d-d43b041bfdb9,c898643e-f9e1-11e9-8f3d-d43b041bfdb9
69,c894db06-f9e1-11e9-8f3d-d43b041bfdb9,c897b623-f9e1-11e9-8f3d-d43b041bfdb9
70,c893fba9-f9e1-11e9-8f3d-d43b041bfdb9,c89744ce-f9e1-11e9-8f3d-d43b041bfdb9
71,c894da6c-f9e1-11e9-8f3d-d43b041bfdb9,c8974802-f9e1-11e9-8f3d-d43b041bfdb9
72,c8946f88-f9e1-11e9-8f3d-d43b041bfdb9,c897b7c5-f9e1-11e9-8f3d-d43b041bfdb9
73,c893fd8e-f9e1-11e9-8f3d-d43b041bfdb9,c89745d0-f9e1-11e9-8f3d-d43b041bfdb9
74,c8946e25-f9e1-11e9-8f3d-d43b041bfdb9,c897472a-f9e1-11e9-8f3d-d43b041bfdb9
75,c893f9c4-f9e1-11e9-8f3d-d43b041bfdb9,c89744c5-f9e1-11e9-8f3d-d43b041bfdb9
76,c894db46-f9e1-11e9-8f3d-d43b041bfdb9,c8974725-f9e1-11e9-8f3d-d43b041bfdb9
77,c894da10-f9e1-11e9-8f3d-d43b041bfdb9,c897b66d-f9e1-11e9-8f3d-d43b041bfdb9
78,c8938ddc-f9e1-11e9-8f3d-d43b041bfdb9,c897472c-f9e1-11e9-8f3d-d43b041bfdb9
79,c893fa32-f9e1-11e9-8f3d-d43b041bfdb9,c897b55f-f9e1-11e9-8f3d-d43b041bfdb9
80,c893fab1-f9e1-11e9-8f3d-d43b041bfdb9,c897b680-f9e1-11e9-8f3d-d43b041bfdb9
81,c8938dd5-f9e1-11e9-8f3d-d43b041bfdb9,c897b68a-f9e1-11e9-8f3d-d43b041bfdb9
82,c8947057-f9e1-11e9-8f3d-d43b041bfdb9,c897b663-f9e1-11e9-8f3d-d43b041bfdb9
83,c8954bc3-f9e1-11e9-8f3d-d43b041bfdb9,c89744c3-f9e1-11e9-8f3d-d43b041bfdb9
84,c8946e5a-f9e1-11e9-8f3d-d43b041bfdb9,c897b5c7-f9e1-11e9-8f3d-d43b041bfdb9
85,c8938df6-f9e1-11e9-8f3d-d43b041bfdb9,c8974837-f9e1-11e9-8f3d-d43b041bfdb9
86,c89470fb-f9e1-11e9-8f3d-d43b041bfdb9,c897b83e-f9e1-11e9-8f3d-d43b041bfdb9
87,c8954920-f9e1-11e9-8f3d-d43b041bfdb9,c897453d-f9e1-11e9-8f3d-d43b041bfdb9
88,c8947008-f9e1-11e9-8f3d-d43b041bfdb9,c897b635-f9e1-11e9-8f3d-d43b041bfdb9
89,c894dbef-f9e1-11e9-8f3d-d43b041bfdb9,c89747e5-f9e1-11e9-8f3d-d43b041bfdb9
90,c8938cd4-f9e1-11e9-8f3d-d43b041bfdb9,c897b7cd-f9e1-11e9-8f3d-d43b041bfdb9
91,c89470db-f9e1-11e9-8f3d-d43b041bfdb9,c8974855-f9e1-11e9-8f3d-d43b041bfdb9
92,c8946f04-f9e1-11e9-8f3d-d43b041bfdb9,c89746b6-f9e1-11e9-8f3d-d43b041bfdb9
93,c894dadd-f9e1-11e9-8f3d-d43b041bfdb9,c89745dc-f9e1-11e9-8f3d-d43b041bfdb9
94,c8946f11-f9e1-11e9-8f3d-d43b041bfdb9,c897b6a9-f9e1-11e9-8f3d-d43b041bfdb9
95,c8954a06-f9e1-11e9-8f3d-d43b041bfdb9,c8974642-f9e1-11e9-8f3d-d43b041bfdb9
96,c8938c65-f9e1-11e9-8f3d-d43b041bfdb9,c8986471-f9e1-11e9-8f3d-d43b041bfdb9
97,c8938df9-f9e1-11e9-8f3d-d43b041bfdb9,c8986498-f9e1-11e9-8f3d-d43b041bfdb9
98,c893fb20-f9e1-11e9-8f3d-d43b041bfdb9,c897b4d8-f9e1-11e9-8f3d-d43b041bfdb9
99,c8954b1b-f9e1-11e9-8f3d-d43b041bfdb9,c897b504-f9e1-11e9-8f3d-d43b041bfdb9
100,c893fc79-f9e1-11e9-8f3d-d43b041bfdb9,c897b79a-f9e1-11e9-8f3d-d43b041bfdb9
101,c894d961-f9e1-11e9-8f3d-d43b041bfdb9,c8974773-f9e1-11e9-8f3d-d43b041bfdb9
102,c8954c08-f9e1-11e9-8f3d-d43b041bfdb9,c897b7a6-f9e1-11e9-8f3d-d43b041bfdb9
103,c894db02-f9e1-11e9-8f3d-d43b041bfdb9,c897b7f2-f9e1-11e9-8f3d-d43b041bfdb9
104,c8954aaa-f9e1-11e9-8f3d-d43b041bfdb9,c89864d1-f9e1-11e9-8f3d-d43b041bfdb9
105,c8946eac-f9e1-11e9-8f3d-d43b041bfdb9,c897b54c-f9e1-11e9-8f3d-d43b041bfdb9
106,c894d8b1-f9e1-11e9-8f3d-d43b041bfdb9,c897b67e-f9e1-11e9-8f3d-d43b041bfdb9
107,c894d852-f9e1-11e9-8f3d-d43b041bfdb9,c8986328-f9e1-11e9-8f3d-d43b041bfdb9
108,c89470de-f9e1-11e9-8f3d-d43b041bfdb9,c897b4ed-f9e1-11e9-8f3d-d43b041bfdb9
109,c8938c09-f9e1-11e9-8f3d-d43b041bfdb9,c89863e2-f9e1-11e9-8f3d-d43b041bfdb9
110,c893fca1-f9e1-11e9-8f3d-d43b041bfdb9,c8974486-f9e1-11e9-8f3d-d43b041bfdb9
111,c893f9ee-f9e1-11e9-8f3d-d43b041bfdb9,c897447a-f9e1-11e9-8f3d-d43b041bfdb9
112,c8938b98-f9e1-11e9-8f3d-d43b041bfdb9,c89862fe-f9e1-11e9-8f3d-d43b041bfdb9
113,c893fd15-f9e1-11e9-8f3d-d43b041bfdb9,c897b6bc-f9e1-11e9-8f3d-d43b041bfdb9
114,c8946efa-f9e1-11e9-8f3d-d43b041bfdb9,c897b6f0-f9e1-11e9-8f3d-d43b041bfdb9
115,c8946ec0-f9e1-11e9-8f3d-d43b041bfdb9,c897b4b7-f9e1-11e9-8f3d-d43b041bfdb9
116,c8954a96-f9e1-11e9-8f3d-d43b041bfdb9,c8974709-f9e1-11e9-8f3d-d43b041bfdb9
117,c8946e9b-f9e1-11e9-8f3d-d43b041bfdb9,c8974515-f9e1-11e9-8f3d-d43b041bfdb9
118,c8947021-f9e1-11e9-8f3d-d43b041bfdb9,c89745cd-f9e1-11e9-8f3d-d43b041bfdb9
119,c8946dfe-f9e1-11e9-8f3d-d43b041bfdb9,c897482d-f9e1-11e9-8f3d-d43b041bfdb9
120,c894daa6-f9e1-11e9-8f3d-d43b041bfdb9,c89863bf-f9e1-11e9-8f3d-d43b041bfdb9
121,c893fcf3-f9e1-11e9-8f3d-d43b041bfdb9,c897476c-f9e1-11e9-8f3d-d43b041bfdb9
122,c8947041-f9e1-11e9-8f3d-d43b041bfdb9,c897b51a-f9e1-11e9-8f3d-d43b041bfdb9
123,c8938dc8-f9e1-11e9-8f3d-d43b041bfdb9,c8986373-f9e1-11e9-8f3d-d43b041bfdb9
124,c894dba5-f9e1-11e9-8f3d-d43b041bfdb9,c89864ce-f9e1-11e9-8f3d-d43b041bfdb9
125,c8947042-f9e1-11e9-8f3d-d43b041bfdb9,c8974682-f9e1-11e9-8f3d-d43b041bfdb9
126,c894db1d-f9e1-11e9-8f3d-d43b041bfdb9,c89747bc-f9e1-11e9-8f3d-d43b041bfdb9
127,c894d91e-f9e1-11e9-8f3d-d43b041bfdb9,c89746b2-f9e1-11e9-8f3d-d43b041bfdb9
128,c893fc59-f9e1-11e9-8f3d-d43b041bfdb9,c897b840-f9e1-11e9-8f3d-d43b041bfdb9
129,c89470ec-f9e1-11e9-8f3d-d43b041bfdb9,c898635a-f9e1-11e9-8f3d-d43b041bfdb9
130,c8938d5a-f9e1-11e9-8f3d-d43b041bfdb9,c8986305-f9e1-11e9-8f3d-d43b041bfdb9
131,c8938ee7-f9e1-11e9-8f3d-d43b041bfdb9,c897b64d-f9e1-11e9-8f3d-d43b041bfdb9
132,c893f9bc-f9e1-11e9-8f3d-d43b041bfdb9,c8986383-f9e1-11e9-8f3d-d43b041bfdb9
133,c8938d4f-f9e1-11e9-8f3d-d43b041bfdb9,c89746d6-f9e1-11e9-8f3d-d43b041bfdb9
134,c8938f18-f9e1-11e9-8f3d-d43b041bfdb9,c89747cb-f9e1-11e9-8f3d-d43b041bfdb9
135,c8938c36-f9e1-11e9-8f3d-d43b041bfdb9,c897485c-f9e1-11e9-8f3d-d43b041bfdb9
136,c894709d-f9e1-11e9-8f3d-d43b041bfdb9,c897b7fb-f9e1-11e9-8f3d-d43b041bfdb9
137,c893fb0a-f9e1-11e9-8f3d-d43b041bfdb9,c897b73e-f9e1-11e9-8f3d-d43b041bfdb9
138,c894d87b-f9e1-11e9-8f3d-d43b041bfdb9,c898641f-f9e1-11e9-8f3d-d43b041bfdb9
139,c894dbf7-f9e1-11e9-8f3d-d43b041bfdb9,c897463a-f9e1-11e9-8f3d-d43b041bfdb9
140,c8946f59-f9e1-11e9-8f3d-d43b041bfdb9,c8986453-f9e1-11e9-8f3d-d43b041bfdb9
141,c893fce7-f9e1-11e9-8f3d-d43b041bfdb9,c89744c1-f9e1-11e9-8f3d-d43b041bfdb9
142,c895490c-f9e1-11e9-8f3d-d43b041bfdb9,c897b798-f9e1-11e9-8f3d-d43b041bfdb9
143,c893fa09-f9e1-11e9-8f3d-d43b041bfdb9,c897b66b-f9e1-11e9-8f3d-d43b041bfdb9
144,c8954971-f9e1-11e9-8f3d-d43b041bfdb9,c898641f-f9e1-11e9-8f3d-d43b041bfdb9
145,c894d973-f9e1-11e9-8f3d-d43b041bfdb9,c89863ff-f9e1-11e9-8f3d-d43b041bfdb9
146,c893f9e9-f9e1-11e9-8f3d-d43b041bfdb9,c897b58c-f9e1-11e9-8f3d-d43b041bfdb9
147,c8954c1c-f9e1-11e9-8f3d-d43b041bfdb9,c89864c1-f9e1-11e9-8f3d-d43b041bfdb9
148,c895492b-f9e1-11e9-8f3d-d43b041bfdb9,c8974670-f9e1-11e9-8f3d-d43b041bfdb9
149,c8946db0-f9e1-11e9-8f3d-d43b041bfdb9,c89746b9-f9e1-11e9-8f3d-d43b041bfdb9
150,c894d84e-f9e1-11e9-8f3d-d43b041bfdb9,c8986411-f9e1-11e9-8f3d-d43b041bfdb9
151,c893fc8b-f9e1-11e9-8f3d-d43b041bfdb9,c8974594-f9e1-11e9-8f3d-d43b041bfdb9
152,c893fbf6-f9e1-11e9-8f3d-d43b041bfdb9,c897b689-f9e1-11e9-8f3d-d43b041bfdb9
153,c893fca0-f9e1-11e9-8f3d-d43b041bfdb9,c89744c0-f9e1-11e9-8f3d-d43b041bfdb9
154,c8946f1c-f9e1-11e9-8f3d-d43b041bfdb9,c897466b-f9e1-11e9-8f3d-d43b041bfdb9
155,c894dbaf-f9e1-11e9-8f3d-d43b041bfdb9,c8974726-f9e1-11e9-8f3d-d43b041bfdb9
156,c894db82-f9e1-11e9-8f3d-d43b041bfdb9,c897b7ac-f9e1-11e9-8f3d-d43b041bfdb9
157,c893fb3e-f9e1-11e9-8f3d-d43b041bfdb9,c897b626-f9e1-11e9-8f3d-d43b041bfdb9
158,c893fb2d-f9e1-11e9-8f3d-d43b041bfdb9,c897b86e-f9e1-11e9-8f3d-d43b041bfdb9
159,c8947020-f9e1-11e9-8f3d-d43b041bfdb9,c897b76d-f9e1-11e9-8f3d-d43b041bfdb9
160,c894d8ad-f9e1-11e9-8f3d-d43b041bfdb9,c897b755-f9e1-11e9-8f3d-d43b041bfdb9
161,c895493d-f9e1-11e9-8f3d-d43b041bfdb9,c89864a2-f9e1-11e9-8f3d-d43b041bfdb9
162,c8946e4e-f9e1-11e9-8f3d-d43b041bfdb9,c897b4c6-f9e1-11e9-8f3d-d43b041bfdb9
163,c893fa57-f9e1-11e9-8f3d-d43b041bfdb9,c897b54f-f9e1-11e9-8f3d-d43b041bfdb9
164,c894d9bc-f9e1-11e9-8f3d-d43b041bfdb9,c8974683-f9e1-11e9-8f3d-d43b041bfdb9
165,c894709d-f9e1-11e9-8f3d-d43b041bfdb9,c898641c-f9e1-11e9-8f3d-d43b041bfdb9
166,c893fb41-f9e1-11e9-8f3d-d43b041bfdb9,c8974535-f9e1-11e9-8f3d-d43b041bfdb9
167,c8946fda-f9e1-11e9-8f3d-d43b041bfdb9,c89747b4-f9e1-11e9-8f3d-d43b041bfdb9
168,c893fb21-f9e1-11e9-8f3d-d43b041bfdb9,c897b526-f9e1-11e9-8f3d-d43b041bfdb9
169,c8954a06-f9e1-11e9-8f3d-d43b041bfdb9,c897b611-f9e1-11e9-8f3d-d43b041bfdb9
170,c8938c93-f9e1-11e9-8f3d-d43b041bfdb9,c897467b-f9e1-11e9-8f3d-d43b041bfdb9
171,c8938e7e-f9e1-11e9-8f3d-d43b041bfdb9,c8974517-f9e1-11e9-8f3d-d43b041bfdb9
172,c893f9b6-f9e1-11e9-8f3d-d43b041bfdb9,c89745b3-f9e1-11e9-8f3d-d43b041bfdb9
173,c8946f06-f9e1-11e9-8f3d-d43b041bfdb9,c8986408-f9e1-11e9-8f3d-d43b041bfdb9
174,c893fd31-f9e1-11e9-8f3d-d43b041bfdb9,c8974509-f9e1-11e9-8f3d-d43b041bfdb9
175,c894d98c-f9e1-11e9-8f3d-d43b041bfdb9,c897b67e-f9e1-11e9-8f3d-d43b041bfdb9
176,c894da69-f9e1-11e9-8f3d-d43b041bfdb9,c897b709-f9e1-11e9-8f3d-d43b041bfdb9
177,c8938bbe-f9e1-11e9-8f3d-d43b041bfdb9,c8986486-f9e1-11e9-8f3d-d43b041bfdb9
178,c8938c20-f9e1-11e9-8f3d-d43b041bfdb9,c8974486-f9e1-11e9-8f3d-d43b041bfdb9
179,c894d8d1-f9e1-11e9-8f3d-d43b041bfdb9,c8974663-f9e1-11e9-8f3d-d43b041bfdb9
180,c894da2e-f9e1-11e9-8f3d-d43b041bfdb9,c897b66a-f9e1-11e9-8f3d-d43b041bfdb9
181,c8954b4f-f9e1-11e9-8f3d-d43b041bfdb9,c897b7de-f9e1-11e9-8f3d-d43b041bfdb9
182,c894d866-f9e1-11e9-8f3d-d43b041bfdb9,c897b7e9-f9e1-11e9-8f3d-d43b041bfdb9
183,c8938ea0-f9e1-11e9-8f3d-d43b041bfdb9,c897459c-f9e1-11e9-8f3d-d43b041bfdb9
184,c8947178-f9e1-11e9-8f3d-d43b041bfdb9,c89863c0-f9e1-11e9-8f3d-d43b041bfdb9
185,c8938d7c-f9e1-11e9-8f3d-d43b041bfdb9,c8986310-f9e1-11e9-8f3d-d43b041bfdb9
186,c893fbfc-f9e1-11e9-8f3d-d43b041bfdb9,c89862e9-f9e1-11e9-8f3d-d43b041bfdb9
187,c893fb53-f9e1-11e9-8f3d-d43b041bfdb9,c897b5e0-f9e1-11e9-8f3d-d43b041bfdb9
188,c893fc74-f9e1-11e9-8f3d-d43b041bfdb9,c897b52d-f9e1-11e9-8f3d-d43b041bfdb9
189,c8938c71-f9e1-11e9-8f3d-d43b041bfdb9,c89747a2-f9e1-11e9-8f3d-d43b041bfdb9
190,c8938cfe-f9e1-11e9-8f3d-d43b041bfdb9,c89747b8-f9e1-11e9-8f3d-d43b041bfdb9
191,c8954a0e-f9e1-11e9-8f3d-d43b041bfdb9,c89745ac-f9e1-11e9-8f3d-d43b041bfdb9
192,c8938e3c-f9e1-11e9-8f3d-d43b041bfdb9,c897b65b-f9e1-11e9-8f3d-d43b041bfdb9
193,c893fc78-f9e1-11e9-8f3d-d43b041bfdb9,c89863a6-f9e1-11e9-8f3d-d43b041bfdb9
194,c894daa1-f9e1-11e9-8f3d-d43b041bfdb9,c8974503-f9e1-11e9-8f3d-d43b041bfdb9
195,c894d993-f9e1-11e9-8f3d-d43b041bfdb9,c897b4fd-f9e1-11e9-8f3d-d43b041bfdb9
196,c8954b37-f9e1-11e9-8f3d-d43b041bfdb9,c898634d-f9e1-11e9-8f3d-d43b041bfdb9
197,c894da44-f9e1-11e9-8f3d-d43b041bfdb9,c89745bc-f9e1-11e9-8f3d-d43b041bfdb9
198,c8938de8-f9e1-11e9-8f3d-d43b041bfdb9,c897449c-f9e1-11e9-8f3d-d43b041bfdb9
199,c8938ed3-f9e1-11e9-8f3d-d43b041bfdb9,c897b4f3-f9e1-11e9-8f3d-d43b041bfdb9
200,c893fc0c-f9e1-11e9-8f3d-d43b041bfdb9,c8974775-f9e1-11e9-8f3d-d43b041bfdb9
201,c893fcab-f9e1-11e9-8f3d-d43b041bfdb9,c8974824-f9e1-11e9-8f3d-d43b041bfdb9
202,c894da78-f9e1-11e9-8f3d-d43b041bfdb9,c89863ab-f9e1-11e9-8f3d-d43b041bfdb9
203,c8954bbb-f9e1-11e9-8f3d-d43b041bfdb9,c89862f1-f9e1-11e9-8f3d-d43b041bfdb9
204,c8947056-f9e1-11e9-8f3d-d43b041bfdb9,c8974812-f9e1-11e9-8f3d-d43b041bfdb9
205,c8938d65-f9e1-11e9-8f3d-d43b041bfdb9,c8974681-f9e1-11e9-8f3d-d43b041bfdb9
206,c893fad5-f9e1-11e9-8f3d-d43b041bfdb9,c89864a7-f9e1-11e9-8f3d-d43b041bfdb9
207,c893fb20-f9e1-11e9-8f3d-d43b041bfdb9,c897b6fe-f9e1-11e9-8f3d-d43b041bfdb9
208,c8954b11-f9e1-11e9-8f3d-d43b041bfdb9,c897462d-f9e1-11e9-8f3d-d43b041bfdb9
209,c8946e34-f9e1-11e9-8f3d-d43b041bfdb9,c897b573-f9e1-11e9-8f3d-d43b041bfdb9
210,c893fb1d-f9e1-11e9-8f3d-d43b041bfdb9,c89746b5-f9e1-11e9-8f3d-d43b041bfdb9
211,c894db61-f9e1-11e9-8f3d-d43b041bfdb9,c89863eb-f9e1-11e9-8f3d-d43b041bfdb9
212,c893fa33-f9e1-11e9-8f3d-d43b041bfdb9,c897b4d8-f9e1-11e9-8f3d-d43b041bfdb9
213,c8938d50-f9e1-11e9-8f3d-d43b041bfdb9,c897b609-f9e1-11e9-8f3d-d43b041bfdb9
214,c8938c59-f9e1-11e9-8f3d-d43b041bfdb9,c8986383-f9e1-11e9-8f3d-d43b041bfdb9
215,c893fced-f9e1-11e9-8f3d-d43b041bfdb9,c8974767-f9e1-11e9-8f3d-d43b041bfdb9
216,c8938c9e-f9e1-11e9-8f3d-d43b041bfdb9,c898641b-f9e1-11e9-8f3d-d43b041bfdb9
217,c8938f09-f9e1-11e9-8f3d-d43b041bfdb9,c8986387-f9e1-11e9-8f3d-d43b041bfdb9
218,c893fd41-f9e1-11e9-8f3d-d43b041bfdb9,c897459a-f9e1-11e9-8f3d-d43b041bfdb9
219,c8938dd3-f9e1-11e9-8f3d-d43b041bfdb9,c89746c3-f9e1-11e9-8f3d-d43b041bfdb9
220,c8938c89-f9e1-11e9-8f3d-d43b041bfdb9,c897b7b0-f9e1-11e9-8f3d-d43b041bfdb9
221,c893faeb-f9e1-11e9-8f3d-d43b041bfdb9,c897b7a0-f9e1-11e9-8f3d-d43b041bfdb9
222,c8938e22-f9e1-11e9-8f3d-d43b041bfdb9,c897b70c-f9e1-11e9-8f3d-d43b041bfdb9
223,c8946f47-f9e1-11e9-8f3d-d43b041bfdb9,c897b5e7-f9e1-11e9-8f3d-d43b041bfdb9
224,c8938c0c-f9e1-11e9-8f3d-d43b041bfdb9,c897b834-f9e1-11e9-8f3d-d43b041bfdb9
225,c893f9db-f9e1-11e9-8f3d-d43b041bfdb9,c897b86f-f9e1-11e9-8f3d-d43b041bfdb9
