User,LastLogin,IsDisabled
a06e45e0-f9de-11e9-8f3d-d43b041bfdb9,860,0
a06e45e1-f9de-11e9-8f3d-d43b041bfdb9,32,0
a06e45e2-f9de-11e9-8f3d-d43b041bfdb9,746,1
a06e45e3-f9de-11e9-8f3d-d43b041bfdb9,211,0
a06e45e4-f9de-11e9-8f3d-d43b041bfdb9,961,0
a06e45e5-f9de-11e9-8f3d-d43b041bfdb9,378,0
a06e45e6-f9de-11e9-8f3d-d43b041bfdb9,707,0
a06e45e7-f9de-11e9-8f3d-d43b041bfdb9,212,0
a06e45e8-f9de-11e9-8f3d-d43b041bfdb9,383,0
a06e45e9-f9de-11e9-8f3d-d43b041bfdb9,778,0
a06e45ea-f9de-11e9-8f3d-d43b041bfdb9,423,0
a06e45eb-f9de-11e9-8f3d-d43b041bfdb9,457,0
a06e45ec-f9de-11e9-8f3d-d43b041bfdb9,367,0
a06e45ed-f9de-11e9-8f3d-d43b041bfdb9,223,0
a06e45ee-f9de-11e9-8f3d-d43b041bfdb9,748,0
a06e45ef-f9de-11e9-8f3d-d43b041bfdb9,867,0
a06e45f0-f9de-11e9-8f3d-d43b041bfdb9,185,0
a06e45f1-f9de-11e9-8f3d-d43b041bfdb9,865,0
a06e45f2-f9de-11e9-8f3d-d43b041bfdb9,171,0
a06e45f3-f9de-11e9-8f3d-d43b041bfdb9,86,0
a06e45f4-f9de-11e9-8f3d-d43b041bfdb9,662,0
a06e45f5-f9de-11e9-8f3d-d43b041bfdb9,79,0
a06e45f6-f9de-11e9-8f3d-d43b041bfdb9,474,0
a06e45f7-f9de-11e9-8f3d-d43b041bfdb9,500,0
a06e45f8-f9de-11e9-8f3d-d43b041bfdb9,842,0
a06e45f9-f9de-11e9-8f3d-d43b041bfdb9,195,0
a06e45fa-f9de-11e9-8f3d-d43b041bfdb9,49,0
a06e45fb-f9de-11e9-8f3d-d43b041bfdb9,526,0
a06e45fc-f9de-11e9-8f3d-d43b041bfdb9,544,0
a06e45fd-f9de-11e9-8f3d-d43b041bfdb9,756,0
a06e45fe-f9de-11e9-8f3d-d43b041bfdb9,358,1
a06e45ff-f9de-11e9-8f3d-d43b041bfdb9,465,0
a06e4600-f9de-11e9-8f3d-d43b041bfdb9,187,0
a06e4601-f9de-11e9-8f3d-d43b041bfdb9,608,0
a06e4602-f9de-11e9-8f3d-d43b041bfdb9,542,0
a06e4603-f9de-11e9-8f3d-d43b041bfdb9,509,0
a06e4604-f9de-11e9-8f3d-d43b041bfdb9,29,0
a06e4605-f9de-11e9-8f3d-d43b041bfdb9,966,1
a06e4606-f9de-11e9-8f3d-d43b041bfdb9,450,0
a06e4607-f9de-11e9-8f3d-d43b041bfdb9,637,0
a06e4608-f9de-11e9-8f3d-d43b041bfdb9,447,0
a06e4609-f9de-11e9-8f3d-d43b041bfdb9,892,0
a06e460a-f9de-11e9-8f3d-d43b041bfdb9,13,0
a06e460b-f9de-11e9-8f3d-d43b041bfdb9,812,0
a06e460c-f9de-11e9-8f3d-d43b041bfdb9,249,0
a06e460d-f9de-11e9-8f3d-d43b041bfdb9,183,0
a06e460e-f9de-11e9-8f3d-d43b041bfdb9,834,0
a06e460f-f9de-11e9-8f3d-d43b041bfdb9,446,0
a06e4610-f9de-11e9-8f3d-d43b041bfdb9,328,0
a06e4611-f9de-11e9-8f3d-d43b041bfdb9,687,0
a06e4612-f9de-11e9-8f3d-d43b041bfdb9,294,1
a06e4613-f9de-11e9-8f3d-d43b041bfdb9,127,1
a06e4614-f9de-11e9-8f3d-d43b041bfdb9,164,0
a06e4615-f9de-11e9-8f3d-d43b041bfdb9,320,0
a06e4616-f9de-11e9-8f3d-d43b041bfdb9,960,0
a06e4617-f9de-11e9-8f3d-d43b041bfdb9,884,0
a06e4618-f9de-11e9-8f3d-d43b041bfdb9,190,0
a06e4619-f9de-11e9-8f3d-d43b041bfdb9,420,0
a06e461a-f9de-11e9-8f3d-d43b041bfdb9,447,1
a06e461b-f9de-11e9-8f3d-d43b041bfdb9,291,0
a06e461c-f9de-11e9-8f3d-d43b041bfdb9,831,0
a06e461d-f9de-11e9-8f3d-d43b041bfdb9,259,0
a06e461e-f9de-11e9-8f3d-d43b041bfdb9,60,0
a06e461f-f9de-11e9-8f3d-d43b041bfdb9,991,1
a06e4620-f9de-11e9-8f3d-d43b041bfdb9,291,0
a06e4621-f9de-11e9-8f3d-d43b041bfdb9,896,0
a06e4622-f9de-11e9-8f3d-d43b041bfdb9,866,0
a06e4623-f9de-11e9-8f3d-d43b041bfdb9,665,1
a06e4624-f9de-11e9-8f3d-d43b041bfdb9,665,0
a06e4625-f9de-11e9-8f3d-d43b041bfdb9,596,0
a06e4626-f9de-11e9-8f3d-d43b041bfdb9,143,0
a06e4627-f9de-11e9-8f3d-d43b041bfdb9,999,0
a06e4628-f9de-11e9-8f3d-d43b041bfdb9,861,0
a06e4629-f9de-11e9-8f3d-d43b041bfdb9,342,0
a06e462a-f9de-11e9-8f3d-d43b041bfdb9,742,0
a06e462b-f9de-11e9-8f3d-d43b041bfdb9,63,0
a06e462c-f9de-11e9-8f3d-d43b041bfdb9,508,0
a06e462d-f9de-11e9-8f3d-d43b041bfdb9,180,0
a06e462e-f9de-11e9-8f3d-d43b041bfdb9,799,0
a06e462f-f9de-11e9-8f3d-d43b041bfdb9,636,0
a06e4630-f9de-11e9-8f3d-d43b041bfdb9,767,0
a06e4631-f9de-11e9-8f3d-d43b041bfdb9,481,0
a06e4632-f9de-11e9-8f3d-d43b041bfdb9,541,0
a06e4633-f9de-11e9-8f3d-d43b041bfdb9,541,1
a06e4634-f9de-11e9-8f3d-d43b041bfdb9,275,0
a06e4635-f9de-11e9-8f3d-d43b041bfdb9,79,0
a06e4636-f9de-11e9-8f3d-d43b041bfdb9,520,1
a06e4637-f9de-11e9-8f3d-d43b041bfdb9,882,0
a06e4638-f9de-11e9-8f3d-d43b041bfdb9,187,0
a06e4639-f9de-11e9-8f3d-d43b041bfdb9,976,0
a06e463a-f9de-11e9-8f3d-d43b041bfdb9,884,0
a06e463b-f9de-11e9-8f3d-d43b041bfdb9,107,0
a06e463c-f9de-11e9-8f3d-d43b041bfdb9,527,1
a06e463d-f9de-11e9-8f3d-d43b041bfdb9,474,1
a06e463e-f9de-11e9-8f3d-d43b041bfdb9,834,0
a06e463f-f9de-11e9-8f3d-d43b041bfdb9,358,1
a06e4640-f9de-11e9-8f3d-d43b041bfdb9,37,0
a06e4641-f9de-11e9-8f3d-d43b041bfdb9,277,0
a06e4642-f9de-11e9-8f3d-d43b041bfdb9,748,0
a06e4643-f9de-11e9-8f3d-d43b041bfdb9,905,0
a06e4644-f9de-11e9-8f3d-d43b041bfdb9,289,0
a06e4645-f9de-11e9-8f3d-d43b041bfdb9,337,0
a06e4646-f9de-11e9-8f3d-d43b041bfdb9,264,0
a06e4647-f9de-11e9-8f3d-d43b041bfdb9,462,0
a06e4648-f9de-11e9-8f3d-d43b041bfdb9,641,0
a06e4649-f9de-11e9-8f3d-d43b041bfdb9,162,1
a06e464a-f9de-11e9-8f3d-d43b041bfdb9,595,0
a06e464b-f9de-11e9-8f3d-d43b041bfdb9,855,0
a06e464c-f9de-11e9-8f3d-d43b041bfdb9,585,1
a06e464d-f9de-11e9-8f3d-d43b041bfdb9,99,0
a06e464e-f9de-11e9-8f3d-d43b041bfdb9,767,0
a06e464f-f9de-11e9-8f3d-d43b041bfdb9,154,0
a06e4650-f9de-11e9-8f3d-d43b041bfdb9,686,0
a06e4651-f9de-11e9-8f3d-d43b041bfdb9,359,0
a06e4652-f9de-11e9-8f3d-d43b041bfdb9,945,0
a06e4653-f9de-11e9-8f3d-d43b041bfdb9,331,0
a06e4654-f9de-11e9-8f3d-d43b041bfdb9,471,0
a06e4655-f9de-11e9-8f3d-d43b041bfdb9,402,0
a06e4656-f9de-11e9-8f3d-d43b041bfdb9,77,0
a06e4657-f9de-11e9-8f3d-d43b041bfdb9,673,0
a06e4658-f9de-11e9-8f3d-d43b041bfdb9,451,0
a06e4659-f9de-11e9-8f3d-d43b041bfdb9,498,0
a06e465a-f9de-11e9-8f3d-d43b041bfdb9,137,0
a06e465b-f9de-11e9-8f3d-d43b041bfdb9,232,0
a06e465c-f9de-11e9-8f3d-d43b041bfdb9,107,0
a06e465d-f9de-11e9-8f3d-d43b041bfdb9,376,0
a06e465e-f9de-11e9-8f3d-d43b041bfdb9,974,0
a06e465f-f9de-11e9-8f3d-d43b041bfdb9,174,0
a06e4660-f9de-11e9-8f3d-d43b041bfdb9,466,0
a06e4661-f9de-11e9-8f3d-d43b041bfdb9,782,0
a06e4662-f9de-11e9-8f3d-d43b041bfdb9,520,0
a06e4663-f9de-11e9-8f3d-d43b041bfdb9,326,0
a06e4664-f9de-11e9-8f3d-d43b041bfdb9,647,0
a06e4665-f9de-11e9-8f3d-d43b041bfdb9,361,0
a06e4666-f9de-11e9-8f3d-d43b041bfdb9,217,0
a06e4667-f9de-11e9-8f3d-d43b041bfdb9,856,0
a06e4668-f9de-11e9-8f3d-d43b041bfdb9,550,0
a06e4669-f9de-11e9-8f3d-d43b041bfdb9,889,0
a06e466a-f9de-11e9-8f3d-d43b041bfdb9,22,0
a06e466b-f9de-11e9-8f3d-d43b041bfdb9,542,0
a06e466c-f9de-11e9-8f3d-d43b041bfdb9,388,0
a06e466d-f9de-11e9-8f3d-d43b041bfdb9,262,1
a06e466e-f9de-11e9-8f3d-d43b041bfdb9,837,0
a06e466f-f9de-11e9-8f3d-d43b041bfdb9,590,0
a06e4670-f9de-11e9-8f3d-d43b041bfdb9,57,0
a06e4671-f9de-11e9-8f3d-d43b041bfdb9,631,0
a06e4672-f9de-11e9-8f3d-d43b041bfdb9,141,0
a06e4673-f9de-11e9-8f3d-d43b041bfdb9,112,0
a06e4674-f9de-11e9-8f3d-d43b041bfdb9,30,0
a06e4675-f9de-11e9-8f3d-d43b041bfdb9,111,0
a06e4676-f9de-11e9-8f3d-d43b041bfdb9,69,0
a06e4677-f9de-11e9-8f3d-d43b041bfdb9,68,0
a06e4678-f9de-11e9-8f3d-d43b041bfdb9,653,0
a06e4679-f9de-11e9-8f3d-d43b041bfdb9,38,0
a06e467a-f9de-11e9-8f3d-d43b041bfdb9,584,0
a06e467b-f9de-11e9-8f3d-d43b041bfdb9,345,0
a06e467c-f9de-11e9-8f3d-d43b041bfdb9,4,0
a06e467d-f9de-11e9-8f3d-d43b041bfdb9,959,0
a06e467e-f9de-11e9-8f3d-d43b041bfdb9,375,0
a06e467f-f9de-11e9-8f3d-d43b041bfdb9,644,0
a06e4680-f9de-11e9-8f3d-d43b041bfdb9,335,0
a06e4681-f9de-11e9-8f3d-d43b041bfdb9,762,0
a06e4682-f9de-11e9-8f3d-d43b041bfdb9,371,0
a06e4683-f9de-11e9-8f3d-d43b041bfdb9,208,0
a06e4684-f9de-11e9-8f3d-d43b041bfdb9,784,0
a06e4685-f9de-11e9-8f3d-d43b041bfdb9,182,0
a06e4686-f9de-11e9-8f3d-d43b041bfdb9,596,0
a06e4687-f9de-11e9-8f3d-d43b041bfdb9,214,0
a06e4688-f9de-11e9-8f3d-d43b041bfdb9,736,0
a06e4689-f9de-11e9-8f3d-d43b041bfdb9,46,0
a06e468a-f9de-11e9-8f3d-d43b041bfdb9,624,0
a06e468b-f9de-11e9-8f3d-d43b041bfdb9,429,1
a06e468c-f9de-11e9-8f3d-d43b041bfdb9,765,0
a06e468d-f9de-11e9-8f3d-d43b041bfdb9,440,0
a06e468e-f9de-11e9-8f3d-d43b041bfdb9,916,0
a06e468f-f9de-11e9-8f3d-d43b041bfdb9,723,0
a06e4690-f9de-11e9-8f3d-d43b041bfdb9,294,0
a06e4691-f9de-11e9-8f3d-d43b041bfdb9,205,0
a06e4692-f9de-11e9-8f3d-d43b041bfdb9,235,0
a06e4693-f9de-11e9-8f3d-d43b041bfdb9,484,0
a06e4694-f9de-11e9-8f3d-d43b041bfdb9,437,0
a06e4695-f9de-11e9-8f3d-d43b041bfdb9,540,0
a06e4696-f9de-11e9-8f3d-d43b041bfdb9,652,1
a06e4697-f9de-11e9-8f3d-d43b041bfdb9,470,0
a06e4698-f9de-11e9-8f3d-d43b041bfdb9,540,0
a06e4699-f9de-11e9-8f3d-d43b041bfdb9,716,0
a06e469a-f9de-11e9-8f3d-d43b041bfdb9,115,0
a06e469b-f9de-11e9-8f3d-d43b041bfdb9,9,0
a06e469c-f9de-11e9-8f3d-d43b041bfdb9,65,0
a06e469d-f9de-11e9-8f3d-d43b041bfdb9,534,0
a06e469e-f9de-11e9-8f3d-d43b041bfdb9,648,0
a06e469f-f9de-11e9-8f3d-d43b041bfdb9,549,0
a06e46a0-f9de-11e9-8f3d-d43b041bfdb9,964,0
a06e46a1-f9de-11e9-8f3d-d43b041bfdb9,238,0
a06e46a2-f9de-11e9-8f3d-d43b041bfdb9,8,0
a06e46a3-f9de-11e9-8f3d-d43b041bfdb9,140,1
a06e46a4-f9de-11e9-8f3d-d43b041bfdb9,823,0
a06e46a5-f9de-11e9-8f3d-d43b041bfdb9,252,0
a06e46a6-f9de-11e9-8f3d-d43b041bfdb9,370,0
a06e46a7-f9de-11e9-8f3d-d43b041bfdb9,385,0
a06e46a8-f9de-11e9-8f3d-d43b041bfdb9,89,1
a06e46a9-f9de-11e9-8f3d-d43b041bfdb9,684,0
a06e46aa-f9de-11e9-8f3d-d43b041bfdb9,535,1
a06e46ab-f9de-11e9-8f3d-d43b041bfdb9,620,0
a06e46ac-f9de-11e9-8f3d-d43b041bfdb9,538,0
a06e46ad-f9de-11e9-8f3d-d43b041bfdb9,60,0
a06e46ae-f9de-11e9-8f3d-d43b041bfdb9,871,0
a06e46af-f9de-11e9-8f3d-d43b041bfdb9,6,0
a06e46b0-f9de-11e9-8f3d-d43b041bfdb9,82,0
a06e46b1-f9de-11e9-8f3d-d43b041bfdb9,979,0
a06e46b2-f9de-11e9-8f3d-d43b041bfdb9,139,0
a06e46b3-f9de-11e9-8f3d-d43b041bfdb9,815,0
a06e46b4-f9de-11e9-8f3d-d43b041bfdb9,367,1
a06e46b5-f9de-11e9-8f3d-d43b041bfdb9,374,0
a06e46b6-f9de-11e9-8f3d-d43b041bfdb9,510,0
a06e46b7-f9de-11e9-8f3d-d43b041bfdb9,463,0
a06e46b8-f9de-11e9-8f3d-d43b041bfdb9,145,0
a06e46b9-f9de-11e9-8f3d-d43b041bfdb9,908,0
a06e46ba-f9de-11e9-8f3d-d43b041bfdb9,688,0
a06e46bb-f9de-11e9-8f3d-d43b041bfdb9,815,0
a06e46bc-f9de-11e9-8f3d-d43b041bfdb9,996,0
a06e46bd-f9de-11e9-8f3d-d43b041bfdb9,948,0
a06e46be-f9de-11e9-8f3d-d43b041bfdb9,468,0
a06e46bf-f9de-11e9-8f3d-d43b041bfdb9,498,1
a06e46c0-f9de-11e9-8f3d-d43b041bfdb9,684,0
a06e46c1-f9de-11e9-8f3d-d43b041bfdb9,500,0
a06e46c2-f9de-11e9-8f3d-d43b041bfdb9,181,0
a06e46c3-f9de-11e9-8f3d-d43b041bfdb9,970,0
a06e46c4-f9de-11e9-8f3d-d43b041bfdb9,145,1
a06e46c5-f9de-11e9-8f3d-d43b041bfdb9,479,0
a06e46c6-f9de-11e9-8f3d-d43b041bfdb9,602,0
a06e46c7-f9de-11e9-8f3d-d43b041bfdb9,33,0
a06e46c8-f9de-11e9-8f3d-d43b041bfdb9,168,0
a06e46c9-f9de-11e9-8f3d-d43b041bfdb9,931,0
a06e46ca-f9de-11e9-8f3d-d43b041bfdb9,810,0
a06e46cb-f9de-11e9-8f3d-d43b041bfdb9,546,0
a06e46cc-f9de-11e9-8f3d-d43b041bfdb9,540,0
a06e46cd-f9de-11e9-8f3d-d43b041bfdb9,715,0
a06e46ce-f9de-11e9-8f3d-d43b041bfdb9,351,0
a06e46cf-f9de-11e9-8f3d-d43b041bfdb9,542,0
a06e46d0-f9de-11e9-8f3d-d43b041bfdb9,421,0
a06e46d1-f9de-11e9-8f3d-d43b041bfdb9,17,0
a06e46d2-f9de-11e9-8f3d-d43b041bfdb9,693,1
a06e46d3-f9de-11e9-8f3d-d43b041bfdb9,634,0
a06e46d4-f9de-11e9-8f3d-d43b041bfdb9,399,0
a06e46d5-f9de-11e9-8f3d-d43b041bfdb9,311,0
a06e46d6-f9de-11e9-8f3d-d43b041bfdb9,401,0
a06e46d7-f9de-11e9-8f3d-d43b041bfdb9,449,0
a06e46d8-f9de-11e9-8f3d-d43b041bfdb9,933,0
a06e46d9-f9de-11e9-8f3d-d43b041bfdb9,923,0
a06e46da-f9de-11e9-8f3d-d43b041bfdb9,510,0
a06e46db-f9de-11e9-8f3d-d43b041bfdb9,970,0
a06e46dc-f9de-11e9-8f3d-d43b041bfdb9,793,0
a06e46dd-f9de-11e9-8f3d-d43b041bfdb9,610,0
a06e46de-f9de-11e9-8f3d-d43b041bfdb9,179,0
a06e46df-f9de-11e9-8f3d-d43b041bfdb9,173,0
a06e46e0-f9de-11e9-8f3d-d43b041bfdb9,399,1
a06e46e1-f9de-11e9-8f3d-d43b041bfdb9,410,0
a06e46e2-f9de-11e9-8f3d-d43b041bfdb9,42,0
a06e46e3-f9de-11e9-8f3d-d43b041bfdb9,225,0
a06e46e4-f9de-11e9-8f3d-d43b041bfdb9,701,0
a06e46e5-f9de-11e9-8f3d-d43b041bfdb9,588,0
a06e46e6-f9de-11e9-8f3d-d43b041bfdb9,217,1
a06e46e7-f9de-11e9-8f3d-d43b041bfdb9,678,0
a06e46e8-f9de-11e9-8f3d-d43b041bfdb9,191,0
a06e46e9-f9de-11e9-8f3d-d43b041bfdb9,761,0
a06e46ea-f9de-11e9-8f3d-d43b041bfdb9,783,0
a06e46eb-f9de-11e9-8f3d-d43b041bfdb9,490,0
a06e46ec-f9de-11e9-8f3d-d43b041bfdb9,449,0
a06e46ed-f9de-11e9-8f3d-d43b041bfdb9,56,0
a06e46ee-f9de-11e9-8f3d-d43b041bfdb9,904,1
a06e46ef-f9de-11e9-8f3d-d43b041bfdb9,999,1
a06e46f0-f9de-11e9-8f3d-d43b041bfdb9,269,1
a06e46f1-f9de-11e9-8f3d-d43b041bfdb9,168,0
a06e46f2-f9de-11e9-8f3d-d43b041bfdb9,538,0
a06e46f3-f9de-11e9-8f3d-d43b041bfdb9,960,0
a06e46f4-f9de-11e9-8f3d-d43b041bfdb9,484,0
a06e46f5-f9de-11e9-8f3d-d43b041bfdb9,318,0
a06e46f6-f9de-11e9-8f3d-d43b041bfdb9,916,0
a06e46f7-f9de-11e9-8f3d-d43b041bfdb9,432,0
a06e46f8-f9de-11e9-8f3d-d43b041bfdb9,72,0
a06e46f9-f9de-11e9-8f3d-d43b041bfdb9,17,0
a06e46fa-f9de-11e9-8f3d-d43b041bfdb9,238,0
a06e46fb-f9de-11e9-8f3d-d43b041bfdb9,867,0
a06e46fc-f9de-11e9-8f3d-d43b041bfdb9,505,0
a06e46fd-f9de-11e9-8f3d-d43b041bfdb9,368,0
a06e46fe-f9de-11e9-8f3d-d43b041bfdb9,934,0
a06e46ff-f9de-11e9-8f3d-d43b041bfdb9,714,0
a06e4700-f9de-11e9-8f3d-d43b041bfdb9,839,0
a06e4701-f9de-11e9-8f3d-d43b041bfdb9,858,0
a06e4702-f9de-11e9-8f3d-d43b041bfdb9,941,0
a06e4703-f9de-11e9-8f3d-d43b041bfdb9,729,0
a06e4704-f9de-11e9-8f3d-d43b041bfdb9,791,0
a06e4705-f9de-11e9-8f3d-d43b041bfdb9,497,1
a06e4706-f9de-11e9-8f3d-d43b041bfdb9,774,0
a06e4707-f9de-11e9-8f3d-d43b041bfdb9,539,0
a06e4708-f9de-11e9-8f3d-d43b041bfdb9,595,1
a06e4709-f9de-11e9-8f3d-d43b041bfdb9,723,0
a06e470a-f9de-11e9-8f3d-d43b041bfdb9,323,0
a06e470b-f9de-11e9-8f3d-d43b041bfdb9,450,0
a06e470c-f9de-11e9-8f3d-d43b041bfdb9,367,0
a06e470d-f9de-11e9-8f3d-d43b041bfdb9,954,0
a06e470e-f9de-11e9-8f3d-d43b041bfdb9,335,0
a06e470f-f9de-11e9-8f3d-d43b041bfdb9,294,0
a06e4710-f9de-11e9-8f3d-d43b041bfdb9,452,0
a06e4711-f9de-11e9-8f3d-d43b041bfdb9,602,1
a06e4712-f9de-11e9-8f3d-d43b041bfdb9,146,0
a06e4713-f9de-11e9-8f3d-d43b041bfdb9,507,0
a06e4714-f9de-11e9-8f3d-d43b041bfdb9,784,0
